"","917-375-0980","502-679-5153","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 09:27:15","","2017-06-27 09:27:15",0,0,"NO ANSWER","DOCUMENTATION","1498555635.0",""
"","917-375-0980","334-442-8436","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:29:03","2017-06-27 10:29:14","2017-06-27 10:35:45",402,390,"ANSWERED","DOCUMENTATION","1498559343.3",""
"","917-375-0980","334-442-8436","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:37:26","","2017-06-27 10:37:36",9,0,"NO ANSWER","DOCUMENTATION","1498559846.6",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:38:47","2017-06-27 10:38:53","2017-06-27 10:39:02",15,8,"ANSWERED","DOCUMENTATION","1498559927.9",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:38:47","","2017-06-27 10:38:53",6,0,"NO ANSWER","DOCUMENTATION","1498559927.9",""
"","640-254-7297","397-815-2211","hq",""""" <640-254-7297>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:43:04","2017-06-27 10:43:09","2017-06-27 10:55:18",734,728,"ANSWERED","DOCUMENTATION","1498560184.17",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:39:19","2017-06-27 10:39:30","2017-06-27 10:57:54",1114,1104,"ANSWERED","DOCUMENTATION","1498559959.14",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 10:39:19","","2017-06-27 10:39:30",10,0,"NO ANSWER","DOCUMENTATION","1498559959.14",""
"","190-590-0260","334-442-8436","production","""Magdalene Greenman"" <190-590-0260>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 11:43:27","2017-06-27 11:43:37","2017-06-27 11:43:58",30,20,"ANSWERED","DOCUMENTATION","1498563807.22",""
"","605-142-0198","334-442-8436","production","""Jacobo Lissandri"" <605-142-0198>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 11:46:43","2017-06-27 11:46:48","2017-06-27 11:59:40",777,772,"ANSWERED","DOCUMENTATION","1498564003.25",""
"","672-769-5651","253-433-5862","support","""Sherilyn Aughton"" <672-769-5651>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 12:26:06","2017-06-27 12:26:10","2017-06-27 12:28:58",172,168,"ANSWERED","DOCUMENTATION","1498566366.28",""
"","190-590-0260","367-620-8069","production","""Magdalene Greenman"" <190-590-0260>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:18:29","2017-06-27 13:18:51","2017-06-27 13:25:50",441,419,"ANSWERED","DOCUMENTATION","1498569509.31",""
"","490-156-8031","334-442-8436","production","""Farlie Brager"" <490-156-8031>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:26:14","2017-06-27 13:26:24","2017-06-27 13:27:30",75,65,"ANSWERED","DOCUMENTATION","1498569974.34",""
"","190-590-0260","334-442-8436","production","""Magdalene Greenman"" <190-590-0260>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:39:28","2017-06-27 13:39:38","2017-06-27 13:40:51",83,73,"ANSWERED","DOCUMENTATION","1498570768.37",""
"","564-633-4692","397-815-2211","hq",""""" <564-633-4692>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:40:40","","2017-06-27 13:40:48",7,0,"NO ANSWER","DOCUMENTATION","1498570840.39",""
"","564-633-4692","397-815-2211","hq",""""" <564-633-4692>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:40:40","2017-06-27 13:40:48","2017-06-27 13:41:29",49,41,"ANSWERED","DOCUMENTATION","1498570840.39",""
"","256-666-8232","397-815-2211","hq",""""" <256-666-8232>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:53:00","2017-06-27 13:53:09","2017-06-27 13:55:38",157,149,"ANSWERED","DOCUMENTATION","1498571580.45",""
"","256-666-8232","397-815-2211","hq",""""" <256-666-8232>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 13:53:01","","2017-06-27 13:53:09",8,0,"NO ANSWER","DOCUMENTATION","1498571581.45",""
"","256-666-8232","397-815-2211","hq",""""" <256-666-8232>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 14:59:36","","2017-06-27 14:59:42",5,0,"NO ANSWER","DOCUMENTATION","1498575576.50",""
"","256-666-8232","397-815-2211","hq",""""" <256-666-8232>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 14:59:36","2017-06-27 14:59:42","2017-06-27 15:01:45",128,122,"ANSWERED","DOCUMENTATION","1498575576.50",""
"","877-911-5347","715-413-9112","hq",""""" <877-911-5347>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:08:04","","2017-06-27 15:08:09",5,0,"NO ANSWER","DOCUMENTATION","1498576084.55",""
"","877-911-5347","715-413-9112","hq",""""" <877-911-5347>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:08:04","2017-06-27 15:08:09","2017-06-27 15:08:40",35,30,"ANSWERED","DOCUMENTATION","1498576084.55",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:16:18","","2017-06-27 15:16:24",5,0,"NO ANSWER","DOCUMENTATION","1498576578.63",""
"","514-826-1358","397-815-2211","hq",""""" <514-826-1358>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:15:08","","2017-06-27 15:15:20",11,0,"NO ANSWER","DOCUMENTATION","1498576508.60",""
"","514-826-1358","397-815-2211","hq",""""" <514-826-1358>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:15:09","2017-06-27 15:15:20","2017-06-27 15:17:25",136,125,"ANSWERED","DOCUMENTATION","1498576509.60",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:19:38","","2017-06-27 15:19:48",9,0,"NO ANSWER","DOCUMENTATION","1498576778.68",""
"","334-442-8436","397-815-2211","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:19:38","2017-06-27 15:19:48","2017-06-27 15:20:54",75,66,"ANSWERED","DOCUMENTATION","1498576778.68",""
"","917-375-0980","334-442-8436","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 15:33:16","2017-06-27 15:33:25","2017-06-27 15:37:40",264,255,"ANSWERED","DOCUMENTATION","1498577596.73",""
"","917-375-0980","434-142-9024","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Answer","NOT_AVAILABLE","2017-06-27 16:02:38","2017-06-27 16:02:38","2017-06-27 16:02:38",0,0,"ANSWERED","DOCUMENTATION","1498579358.76",""
"","917-375-0980","334-442-8436","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:03:18","","2017-06-27 16:03:20",1,0,"NO ANSWER","DOCUMENTATION","1498579398.78",""
"","917-375-0980","418-700-7488","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:03:48","2017-06-27 16:03:55","2017-06-27 16:05:01",73,65,"ANSWERED","DOCUMENTATION","1498579428.81",""
"","872-619-0407","715-413-9112","hq",""""" <872-619-0407>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:23:46","","2017-06-27 16:24:13",26,0,"NO ANSWER","DOCUMENTATION","1498580626.84",""
"","872-619-0407","715-413-9112","hq",""""" <872-619-0407>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:23:47","","2017-06-27 16:24:13",26,0,"NO ANSWER","DOCUMENTATION","1498580627.84",""
"","672-769-5651","146-846-6697","support","""Sherilyn Aughton"" <672-769-5651>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:30:00","2017-06-27 16:30:16","2017-06-27 16:31:09",69,53,"ANSWERED","DOCUMENTATION","1498581000.93",""
"","712-450-5280","397-815-2211","hq",""""" <712-450-5280>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:29:28","2017-06-27 16:29:34","2017-06-27 16:31:15",107,101,"ANSWERED","DOCUMENTATION","1498580968.90",""
"","712-450-5280","397-815-2211","hq",""""" <712-450-5280>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:29:28","","2017-06-27 16:29:34",5,0,"NO ANSWER","DOCUMENTATION","1498580968.90",""
"","253-433-5862","989-326-7716","production","""Marget Biernacki"" <253-433-5862>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:46:12","","2017-06-27 16:46:29",16,0,"BUSY","DOCUMENTATION","1498581972.99",""
"","253-433-5862","989-326-7716","production","""Marget Biernacki"" <253-433-5862>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 16:59:47","2017-06-27 16:59:50","2017-06-27 17:05:53",366,363,"ANSWERED","DOCUMENTATION","1498582787.102",""
"","261-773-6574","397-815-2211","hq",""""" <261-773-6574>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 17:29:37","","2017-06-27 17:30:05",27,0,"NO ANSWER","DOCUMENTATION","1498584577.105",""
"","261-773-6574","397-815-2211","hq",""""" <261-773-6574>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 17:29:37","","2017-06-27 17:30:05",27,0,"NO ANSWER","DOCUMENTATION","1498584577.105",""
"","334-442-8436","108-939-4916","hq",""""" <334-442-8436>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 17:33:46","2017-06-27 17:33:58","2017-06-27 17:47:08",802,790,"ANSWERED","DOCUMENTATION","1498584826.110",""
"","917-375-0980","360-690-5326","production","""Leanna Cuphus"" <609-326-2780>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 17:44:53","2017-06-27 17:44:54","2017-06-27 17:51:36",402,401,"ANSWERED","DOCUMENTATION","1498585493.114",""
"","253-433-5862","261-773-6574","production","""Marget Biernacki"" <253-433-5862>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 17:44:31","2017-06-27 17:44:41","2017-06-27 17:58:39",847,837,"ANSWERED","DOCUMENTATION","1498585471.112",""
"","672-769-5651","253-433-5862","support","""Sherilyn Aughton"" <672-769-5651>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 18:30:53","2017-06-27 18:30:56","2017-06-27 18:31:15",22,18,"ANSWERED","DOCUMENTATION","1498588253.119",""
"","253-433-5862","951-981-7011","production","""Marget Biernacki"" <253-433-5862>","NOT_AVAILABLE","NOT_AVAILABLE","Dial","NOT_AVAILABLE","2017-06-27 19:01:33","2017-06-27 19:02:05","2017-06-27 19:06:10",277,245,"ANSWERED","DOCUMENTATION","1498590093.122",""
