"","791-445-9811","715-413-9112","hq"        ,""""" <791-445-9811>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 09:49:22",""                   ,"2017-06-20 09:49:32",10  ,0   ,"NO ANSWER","DOCUMENTATION","1497952162.0"  ,""
"","791-445-9811","715-413-9112","hq"        ,""""" <791-445-9811>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 09:49:22","2017-06-20 09:49:32","2017-06-20 09:58:06",524 ,514 ,"ANSWERED" ,"DOCUMENTATION","1497952162.0"  ,""
"","253-433-5862","870-526-4260","production","""Marget Biernacki"" <253-433-5862>"  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:07:41",""                   ,"2017-06-20 10:08:26",45  ,0   ,"NO ANSWER","DOCUMENTATION","1497953261.5"  ,""
"","787-952-0687","846-758-4856","hq"        ,""""" <787-952-0687>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:27:05","2017-06-20 10:27:16","2017-06-20 10:31:08",243 ,232 ,"ANSWERED" ,"DOCUMENTATION","1497954425.8"  ,""
"","462-658-8898","397-815-2211","hq"        ,""""" <462-658-8898>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:37:06",""                   ,"2017-06-20 10:37:25",19  ,0   ,"NO ANSWER","DOCUMENTATION","1497955026.13" ,""
"","462-658-8898","397-815-2211","hq"        ,""""" <462-658-8898>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:37:06",""                   ,"2017-06-20 10:37:25",18  ,0   ,"NO ANSWER","DOCUMENTATION","1497955026.13" ,""
"","917-375-0980","462-658-8898","production","""Bentlee McVicker"" <917-375-0980>"  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:37:40","2017-06-20 10:37:49","2017-06-20 10:41:16",215 ,206 ,"ANSWERED" ,"DOCUMENTATION","1497955060.18" ,""
"","190-590-0260","251-791-1061","production","""Magdalene Greenman"" <190-590-0260>","NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 10:29:01","2017-06-20 10:29:09","2017-06-20 10:41:26",744 ,737 ,"ANSWERED" ,"DOCUMENTATION","1497954541.10" ,""
"","864-117-6588","397-815-2211","hq"        ,""""" <864-117-6588>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 12:16:45",""                   ,"2017-06-20 12:16:51",5   ,0   ,"NO ANSWER","DOCUMENTATION","1497961005.22" ,""
"","864-117-6588","397-815-2211","hq"        ,""""" <864-117-6588>"                  ,"NOT_AVAILABLE","NOT_AVAILABLE","Dial"  ,"NOT_AVAILABLE","2017-06-20 12:16:45","2017-06-20 12:16:51","2017-06-20 12:38:51",1325,1319,"ANSWERED" ,"DOCUMENTATION","1497961005.22" ,""
